Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDF14,OUT013,2698.35
FDJ33,OUT010,211.092
FDM20,OUT035,5720.82
FDC03,OUT027,6179.16
NCX05,OUT046,1691.13
NCM41,OUT027,2876.26
NCU29,OUT010,400.346
FDQ59,OUT017,1013.88
FDH46,OUT010,238.423
FDH09,OUT013,887.178
NCD06,OUT045,731.914
FDC15,OUT035,2463.93
DRD37,OUT027,1208.83
FDT28,OUT027,3887.87
FDR28,OUT027,4094.54
FDT38,OUT017,1189.92
FDV34,OUT027,1969.3
FDY52,OUT035,1178.73
FDB34,OUT013,1842.47
DRL23,OUT018,1500.38
DRB24,OUT046,2633.31
FDJ50,OUT046,771.263
FDQ49,OUT035,2844.36
FDP20,OUT035,1693.13
FDV19,OUT027,5006.95
NCR54,OUT045,2889.64
FDO09,OUT010,682.844
FDS57,OUT018,1822.03
FDN10,OUT049,1621.36
FDV23,OUT049,2087.82
FDY28,OUT049,3472.01
DRG51,OUT013,2282.1
FDD45,OUT019,259.862
NCL18,OUT027,5719.02
NCM29,OUT013,2081.69
FDF17,OUT027,4777.25
FDE22,OUT017,2624.52
FDQ22,OUT017,643.695
FDS01,OUT013,4261.65
FDW35,OUT027,1103.43
FDJ33,OUT046,2049.27
NCF54,OUT035,3527.41
FDE09,OUT013,1293.32
NCE06,OUT045,2110.25
DRH49,OUT049,968.007
FDY43,OUT045,3431.87
NCT05,OUT017,4728.31
FDZ34,OUT045,3862.24
FDL38,OUT017,1750.32
FDZ31,OUT017,3425.07
FDR14,OUT035,1031.59
NCN54,OUT049,1010.62
NCC42,OUT027,4382.89
FDK08,OUT017,2198.87
FDP59,OUT013,1508.5
FDV22,OUT035,3619.22
FDD33,OUT035,4193.67
DRE60,OUT027,6104.99
FDK52,OUT046,3051.16
FDA02,OUT017,2515.93
FDM56,OUT049,1247.58
FDE57,OUT035,2128.3
FDM32,OUT045,1167.68
NCQ30,OUT027,3354.9
FDQ27,OUT027,2308.53
FDT60,OUT027,3302.23
FDU43,OUT049,4916.8
NCO55,OUT035,2124.43
FDG02,OUT045,2265.45
FDJ28,OUT013,3214.95
FDP40,OUT045,1947.73
FDJ38,OUT045,3086.78
NCC54,OUT017,4058.18
NCZ41,OUT046,1267.55
FDK38,OUT019,435.833
FDU52,OUT013,2265.78
FDC40,OUT046,1230.53
NCR30,OUT017,1533.27
NCN18,OUT017,2033.89
FDB50,OUT035,1094.38
FDG04,OUT013,4203.53
FDR26,OUT035,2230.96
NCT17,OUT018,3053.63
FDX35,OUT027,5121.13
FDS12,OUT046,2126.37
NCZ29,OUT027,5060.35
FDB38,OUT010,427.31
FDP12,OUT013,651.752
FDP22,OUT046,732.38
FDS26,OUT018,4977.05
FDR52,OUT046,2919.53
DRJ13,OUT046,3791.2
FDU48,OUT027,2655.34
FDE29,OUT035,1232.13
NCT29,OUT049,2084.29
DRK37,OUT018,2796.63
FDK55,OUT046,1181
FDR07,OUT046,1817.03
FDO21,OUT027,5492.05
FDK46,OUT049,5709.3
FDB12,OUT045,1845.46
FDT31,OUT027,4587.63
FDJ33,OUT045,2118.71
FDC26,OUT027,2825.39
NCQ02,OUT045,2736.9
FDP08,OUT010,504.943
FDB11,OUT027,4269.98
FDV55,OUT013,2669.46
FDW20,OUT049,2218.31
NCJ18,OUT019,388.028
FDC41,OUT018,1392.65
FDE14,OUT027,2727.38
FDG35,OUT013,2606.07
FDF45,OUT035,1209.96
FDS19,OUT027,2074.43
FDS58,OUT019,385.831
FDA26,OUT017,3399.04
FDM32,OUT049,870.8
FDL45,OUT046,2397.35
FDZ55,OUT049,2291.88
FDY37,OUT049,2145.01
FDO46,OUT046,2599.82
FDQ60,OUT046,1372.81
FDA19,OUT018,1880.95
FDL15,OUT046,2457
FDM10,OUT018,3992.07
NCL05,OUT017,492.359
DRK49,OUT010,49.6497
NCE18,OUT027,6249.33
FDG40,OUT049,624.188
DRI59,OUT045,3900.06
FDK28,OUT035,4655.94
NCD06,OUT019,99.1376
FDO11,OUT019,416.591
FDK27,OUT046,1839.94
FDT43,OUT027,1049.1
FDD38,OUT018,894.103
FDA16,OUT049,3619.16
FDL14,OUT027,3887.41
NCM17,OUT049,689.902
FDD20,OUT045,1755.98
FDA40,OUT045,1395.72
FDL43,OUT045,760.81
FDV15,OUT045,1834.48
FDE52,OUT046,1624.55
NCL17,OUT010,349.412
NCJ31,OUT045,4215.51
FDR60,OUT045,1440.06
NCA18,OUT035,1506.71
FDS21,OUT027,1671.89
FDW09,OUT035,1598.92
FDL26,OUT035,2929.99
FDS47,OUT018,1227.47
FDC39,OUT046,3064.74
FDT51,OUT035,1786.27
FDK40,OUT035,4036.08
NCG19,OUT045,3061.02
FDZ07,OUT046,964.078
FDF08,OUT027,2199.47
FDO04,OUT013,878.723
FDK41,OUT018,1114.08
FDP15,OUT049,5417.81
NCD43,OUT018,1306.1
NCP18,OUT013,2367.45
FDZ51,OUT046,1587
DRH13,OUT035,1356.5
FDF38,OUT045,446.286
NCI43,OUT045,568.061
FDM38,OUT027,1847.2
FDS03,OUT013,1076.27
DRJ47,OUT017,2337.76
FDT50,OUT010,154.399
FDV02,OUT046,2965.67
NCG18,OUT017,1499.91
FDW52,OUT046,3580.41
FDS40,OUT035,667.931
FDN31,OUT017,3254.5
FDA37,OUT045,2234.42
FDA15,OUT046,3021.73
FDL39,OUT046,2084.29
FDJ53,OUT045,2097.6
FDX22,OUT013,3639.13
NCZ42,OUT045,4020.37
FDD56,OUT027,4214.05
FDD40,OUT017,2852.75
FDS50,OUT013,3886.07
NCN14,OUT013,3583
FDT15,OUT013,3196.11
NCS18,OUT027,2634.84
NCO26,OUT010,291.754
FDF58,OUT018,692.632
NCB19,OUT013,1548.12
FDH26,OUT017,1714.43
DRB24,OUT027,3384.53
FDA49,OUT018,822.995
FDB32,OUT045,1508.44
FDI36,OUT017,3315.82
NCA17,OUT010,194.773
FDH22,OUT013,3017.67
NCM26,OUT018,2667.99
FDT15,OUT027,6066.5
FDB16,OUT018,1236.26
NCP54,OUT027,4262.98
FDJ36,OUT013,1286.13
FDO28,OUT045,2181.89
FDU09,OUT013,746.761
FDF29,OUT017,2075.5
FDY08,OUT013,1793.8
DRJ59,OUT018,295.482
FDT23,OUT027,2301.14
FDU15,OUT018,274.11
FDT47,OUT013,2065.31
FDI53,OUT019,439.827
FDR59,OUT018,2885.31
FDD53,OUT035,617.197
FDY51,OUT017,3665.7
FDT04,OUT049,497.552
FDU51,OUT049,3291.18
FDG14,OUT035,3715.16
NCU06,OUT045,5132.65
DRG25,OUT046,3390.12
DRH49,OUT035,997.635
FDN15,OUT035,1741
FDL43,OUT018,1047.57
NCT18,OUT049,4449.81
NCB31,OUT013,3179.2
FDK57,OUT035,1755.38
FDY04,OUT019,478.51
NCP54,OUT046,2348.41
FDF41,OUT013,3848.66
FDM01,OUT045,1335.99
FDW03,OUT045,1147.37
FDF28,OUT045,2201.73
FDY37,OUT017,2553.41
FDQ03,OUT017,3302.9
FDP51,OUT027,2913.41
FDJ40,OUT017,2205.86
FDC32,OUT049,1077.26
DRI49,OUT027,2635.3
NCW54,OUT017,846.165
FDF09,OUT017,595.092
FDP45,OUT018,4092.01
DRJ23,OUT018,4129.09
FDS59,OUT017,2229.63
FDY08,OUT046,2231.43
FDX16,OUT049,2848.49
FDY16,OUT018,3042.31
FDK32,OUT035,2291.62
FDQ22,OUT013,593.294
NCC31,OUT018,2349.61
FDG58,OUT049,2458
DRF48,OUT013,3264.35
DRH36,OUT049,1128.26
NCR30,OUT035,1475.61
FDB03,OUT019,679.316
FDZ28,OUT027,3635.93
FDR35,OUT017,2522.18
DRD15,OUT027,7154.09
FDJ33,OUT019,343.153
FDA56,OUT010,303.816
FDP56,OUT046,865.74
NCT30,OUT046,848.163
FDK15,OUT017,1601.45
FDH44,OUT018,2211.65
FDV01,OUT013,2340.55
DRG03,OUT017,2609.94
FDG50,OUT027,2209.19
FDR16,OUT010,753.686
FDZ60,OUT046,1434.4
DRG03,OUT045,2280.36
FDS56,OUT018,4760.8
FDU33,OUT045,781.183
DRD27,OUT035,1315.42
FDW22,OUT046,3291.38
DRA24,OUT045,2431.3
FDF38,OUT049,686.107
FDX48,OUT013,3364.62
FDS58,OUT018,2354
FDC32,OUT046,1424.01
NCQ29,OUT045,3740.93
DRK39,OUT018,1552.58
NCS38,OUT017,1773.36
DRO47,OUT013,1717.03
DRG27,OUT027,760.277
FDC57,OUT027,5792.33
FDS55,OUT046,2359.99
NCJ06,OUT018,1749.06
FDO01,OUT019,257.997
NCM55,OUT045,2319.91
FDC52,OUT049,2062.85
FDQ15,OUT045,1238.39
NCT30,OUT027,1835.92
NCR42,OUT027,996.037
FDD28,OUT035,545.557
FDQ34,OUT049,1500.31
FDZ12,OUT027,3029.39
DRE13,OUT019,220.646
NCN07,OUT019,306.734
FDM28,OUT035,2360.59
FDI10,OUT017,3126.66
FDQ25,OUT013,2223.24
FDA38,OUT010,875.46
DRI13,OUT049,4266.11
FDY20,OUT027,2640.83
NCZ53,OUT035,2587.37
NCM31,OUT013,2899.43
DRB01,OUT017,3233.86
DRF37,OUT046,4101.33
NCF42,OUT049,2587.1
FDF16,OUT018,2895.96
FDB41,OUT013,804.952
FDR34,OUT013,4416.85
FDR15,OUT018,1867.77
NCV42,OUT019,332.501
FDW51,OUT035,3957.25
FDU36,OUT017,1642.99
FDX60,OUT049,1382.33
FDY03,OUT035,2024.17
FDW55,OUT045,3730.01
FDT01,OUT010,595.625
FDG58,OUT013,2220.18
FDK21,OUT017,5657.9
NCS41,OUT019,332.7
FDS10,OUT045,2603.08
NCT53,OUT046,2561.53
FDJ28,OUT018,2414.79
FDX44,OUT045,1175.34
FDT20,OUT018,468.99
FDO44,OUT017,1826.56
NCX17,OUT049,2773.92
FDY01,OUT017,2434.03
FDJ12,OUT027,5751.11
DRK35,OUT018,563.999
FDD47,OUT019,214.463
NCM53,OUT035,1868.43
FDO45,OUT013,1241.98
NCM42,OUT010,329.405
FDE04,OUT046,3460.83
NCI30,OUT027,4318.51
FDZ19,OUT013,2855.08
FDW57,OUT013,2609.34
FDA25,OUT013,1527.48
FDT22,OUT046,1327.8
FDP51,OUT013,2417.72
FDD48,OUT027,2373.11
FDY39,OUT035,4127.29
FDO48,OUT010,742.234
FDD23,OUT027,5236.52
DRN35,OUT027,936.015
FDT01,OUT035,3386.06
FDC20,OUT010,219.98
DRJ35,OUT035,990.777
FDB32,OUT046,1571.42
FDL24,OUT046,2938.31
NCV42,OUT035,1939.34
FDZ46,OUT046,2272.38
FDC15,OUT013,2590.76
FDD08,OUT019,57.7498
FDY50,OUT049,1341.85
FDD36,OUT013,2399.34
FDG57,OUT027,1700.79
FDL21,OUT018,386.231
FDN16,OUT027,2614
FDJ09,OUT027,804.553
FDS01,OUT010,398.881
FDV33,OUT017,4181.29
DRE12,OUT017,1023.73
FDR07,OUT013,1565.03
FDP48,OUT010,528.029
NCB55,OUT035,677.984
FDQ08,OUT013,759.545
FDR34,OUT035,4976.39
FDO33,OUT046,1299.44
FDP13,OUT045,691.433
FDX12,OUT049,4033.75
NCT06,OUT049,2713
FDR16,OUT019,402.809
FDE36,OUT046,3691.73
FDZ36,OUT049,3310.69
FDV13,OUT045,1663.1
NCZ17,OUT035,626.451
FDU56,OUT045,2939.11
FDM09,OUT035,3665.5
FDV02,OUT017,3657.37
FDS34,OUT018,1629.35
FDA11,OUT049,1543.46
FDP09,OUT017,5203.36
FDB29,OUT027,2684.71
FDT19,OUT017,3162.22
DRH15,OUT017,949.764
FDY38,OUT046,3640.79
FDF14,OUT027,4079.96
FDN48,OUT010,219.914
FDQ12,OUT013,3589.13
NCJ43,OUT045,2680.11
FDE17,OUT019,312.194
FDB05,OUT035,3741.8
FDH10,OUT045,1271.54
NCR06,OUT017,488.897
FDU32,OUT018,1818.17
FDD56,OUT049,2748.69
FDO36,OUT018,2740.37
FDH16,OUT010,191.351
FDX10,OUT018,235.227
FDZ37,OUT017,1308.5
FDU31,OUT010,766.402
DRC49,OUT049,2237.49
FDL15,OUT045,2355.53
FDN32,OUT019,575.118
DRH59,OUT027,2575.91
NCU29,OUT049,2124.97
FDR37,OUT019,366.656
FDS14,OUT018,2054.86
FDU02,OUT027,5762.37
FDJ08,OUT035,3382.86
NCZ06,OUT045,4030.62
FDO31,OUT049,1222.41
FDH31,OUT018,1176.73
FDS58,OUT017,2088.02
NCA53,OUT027,1742.8
FDF50,OUT046,2395.22
NCW42,OUT049,2923.79
NCQ17,OUT045,1947.86
FDK51,OUT018,4917.87
NCW41,OUT010,427.995
NCR29,OUT017,861.479
FDB08,OUT019,238.323
FDA40,OUT027,2819.93
FDL14,OUT018,2685.1
FDB47,OUT046,3823.09
FDO03,OUT035,3567.42
DRK13,OUT019,315.989
FDX13,OUT010,420.786
FDF52,OUT046,2765.13
FDT11,OUT013,2540.43
FDB08,OUT013,2797.36
FDQ28,OUT018,2360.86
FDD29,OUT045,4492.75
NCQ29,OUT027,5131.32
NCO02,OUT013,823.129
FDR56,OUT010,568.926
NCM54,OUT049,2170.04
FDP51,OUT035,1957.65
FDT38,OUT013,1396.85
FDZ20,OUT018,2683.31
FDJ53,OUT013,1564.23
FDX13,OUT049,3309.03
FDP58,OUT035,3867.3
NCK31,OUT019,111.355
FDA35,OUT018,2089.55
FDV37,OUT018,2321.58
NCO07,OUT027,4138.41
FDA20,OUT045,2472.51
FDZ59,OUT035,3845.19
NCY17,OUT017,758.146
FDQ28,OUT035,3170.14
FDV35,OUT017,2570.92
FDQ36,OUT013,523.785
FDD34,OUT018,3128.73
FDK51,OUT045,4488.76
FDV31,OUT035,2010.98
FDR04,OUT035,1347.91
FDR14,OUT049,1160.09
DRC36,OUT010,452.762
FDE39,OUT019,441.625
FDP57,OUT049,1537.2
FDE57,OUT046,1897.06
NCN18,OUT046,1698.26
NCQ05,OUT018,2442.22
FDW47,OUT035,1962.58
FDV46,OUT035,1885.21
NCP29,OUT045,1074.87
FDE09,OUT018,1863.24
NCU06,OUT027,5676.14
FDT19,OUT010,309.65
DRF15,OUT017,2511.46
DRI51,OUT013,2725.79
NCX54,OUT013,1960.85
DRE01,OUT013,3859.18
NCB07,OUT045,2535.17
FDU50,OUT035,1485.6
FDG40,OUT035,645.759
FDW10,OUT018,2235.36
FDX51,OUT013,3383.6
NCP17,OUT045,1159.02
FDP21,OUT035,3224.74
FDL04,OUT045,1506.77
FDV23,OUT013,2747.89
FDF24,OUT046,1745.26
FDH56,OUT027,3629.48
FDB51,OUT049,863.543
FDI58,OUT027,2640.36
FDR20,OUT013,566.063
FDC51,OUT018,1487.53
FDB16,OUT027,1880.88
FDE40,OUT049,902.825
NCM17,OUT035,594.892
FDU56,OUT035,3571.62
FDS32,OUT019,318.785
FDX02,OUT049,2785.71
FDT39,OUT027,3545.58
FDE35,OUT017,649.288
NCI42,OUT019,694.097
DRL23,OUT046,1755.05
FDA10,OUT046,1593.93
FDA11,OUT013,1000.96
NCM06,OUT046,2650.42
NCT05,OUT035,4857.61
NCQ02,OUT010,573.853
NCY06,OUT049,2126.76
FDY56,OUT035,3957.18
FDL02,OUT035,2071.24
NCI06,OUT035,3051.56
FDQ14,OUT045,2100.13
FDQ12,OUT017,4156.99
FDP36,OUT046,787.442
FDK21,OUT027,8691.49
FDO40,OUT045,2375.91
NCK54,OUT019,275.348
FDY09,OUT018,2154.2
NCW30,OUT049,4283.02
NCC55,OUT027,804.087
FDE58,OUT018,1901.19
FDR39,OUT013,3936.14
FDU28,OUT049,2884.78
FDH08,OUT017,3025.53
FDG35,OUT045,3128.26
FDG22,OUT049,607.542
FDC34,OUT035,2577.78
FDP15,OUT018,3779.41
FDK34,OUT010,527.447
FDU45,OUT035,2203.33
FDQ04,OUT027,824.926
FDX22,OUT018,3129.93
FDB45,OUT017,1373.61
NCH43,OUT027,4954.95
DRE60,OUT046,3533.27
FDD17,OUT027,5743.06
NCM54,OUT017,2446.42
NCH55,OUT013,1855.85
NCT06,OUT017,1809.18
FDA48,OUT027,4388.42
FDY58,OUT027,8451.86
FDO25,OUT045,3090.84
FDN50,OUT045,1018.67
FDH35,OUT035,2442.09
FDK09,OUT045,5331.53
FDO16,OUT013,2324.91
FDW11,OUT045,949.364
FDU47,OUT027,3392.18
NCQ42,OUT010,229.884
FDK55,OUT027,2616.33
FDN08,OUT049,2099.2
FDT57,OUT045,3995.6
FDJ12,OUT018,3585.8
DRL59,OUT017,1185.19
NCN53,OUT046,489.23
FDO51,OUT010,69.9756
FDK56,OUT017,3512.36
FDY12,OUT035,991.709
FDU15,OUT035,726.255
FDQ19,OUT046,3285.92
DRF15,OUT045,2168.38
DRE25,OUT019,233.23
FDK57,OUT018,2120.44
FDD33,OUT010,780.051
FDR34,OUT027,7294.9
FDU04,OUT045,1633.41
FDE35,OUT019,98.8314
NCD31,OUT035,3220.01
FDJ56,OUT035,1572.55
NCU53,OUT046,2473.91
FDD39,OUT035,3726.08
NCU17,OUT019,229.634
FDJ20,OUT046,2086.68
NCW41,OUT018,2189.42
FDL52,OUT035,807.416
FDS39,OUT035,1880.88
DRJ47,OUT045,2593.22
FDP13,OUT010,114.717
DRK39,OUT010,176.903
FDF28,OUT010,276.374
FDB09,OUT045,1663.5
FDM51,OUT046,1475.55
DRM49,OUT018,683.91
DRF23,OUT013,2653.35
DRH01,OUT035,3313.29
FDH12,OUT027,2499.88
FDA28,OUT019,273.888
FDW37,OUT018,1381.93
FDF02,OUT046,1451.78
DRL37,OUT046,764.671
NCF43,OUT046,2242.81
FDH08,OUT010,486.5
FDR34,OUT019,654.481
NCK19,OUT049,3051.89
NCD55,OUT018,487.432
FDT27,OUT049,3583.54
FDQ57,OUT045,1690.73
FDA47,OUT035,2654.15
DRG15,OUT027,1583.41
FDE05,OUT018,2293.21
FDN46,OUT046,2318.58
FDX27,OUT027,2484.37
FDT51,OUT045,1522.09
FDU33,OUT013,560.004
FDJ16,OUT027,1250.97
FDD20,OUT019,345.094
FDT36,OUT049,509.803
DRF15,OUT027,2781.85
FDN52,OUT010,133.36
FDC22,OUT027,5382.46
FDX15,OUT045,2169.44
FDT13,OUT013,4354.86
FDU04,OUT017,2243.41
FDU31,OUT019,339.225
FDW59,OUT027,2513.33
NCO29,OUT046,2065.25
FDL15,OUT035,2081.89
FDI41,OUT049,1934.08
FDQ48,OUT049,1172.01
DRI39,OUT013,777.322
FDI08,OUT013,4778.65
FDC21,OUT049,1969.64
FDF58,OUT035,1323.74
FDS08,OUT010,281.145
FDE47,OUT045,2153.4
NCP18,OUT019,247.478
NCR41,OUT013,1506.11
FDA27,OUT013,3354.43
FDA43,OUT035,2951.96
FDA49,OUT045,1050.77
NCE55,OUT018,2113.98
DRM49,OUT027,989.911
FDF22,OUT027,5265.08
FDQ15,OUT018,1431.67
NCS54,OUT017,3322.21
NCY05,OUT013,644.028
FDR45,OUT046,4910.08
FDK57,OUT049,2128.9
FDF41,OUT010,442.624
FDV21,OUT046,2903.69
FDD51,OUT046,631.578
FDF33,OUT046,2178.36
FDA38,OUT046,4467.65
FDR56,OUT045,3277
NCN41,OUT017,2108.72
FDC60,OUT027,2356.33
FDB47,OUT045,2992.17
DRH01,OUT013,3282.73
FDW08,OUT046,1659.31
FDF38,OUT027,1237.46
FDY32,OUT017,2620.92
FDG34,OUT049,1235.72
FDG47,OUT019,387.962
NCF18,OUT035,2778.65
FDL39,OUT019,597.555
NCH55,OUT035,2524.58
DRJ35,OUT049,748.359
FDS44,OUT035,4245.87
DRE01,OUT018,4132.69
FDY39,OUT013,2862.21
FDY32,OUT018,3099.9
FDR33,OUT027,3215.88
NCP50,OUT049,1355.57
FDZ47,OUT018,1654.85
FDU57,OUT049,2072.1
FDY44,OUT013,3928.82
DRH59,OUT018,913.411
FDB03,OUT027,7725.74
FDY46,OUT045,3215.81
FDM39,OUT045,2464.53
FDY36,OUT035,1579.68
NCM55,OUT035,3431.53
FDJ50,OUT010,232.031
DRL60,OUT013,2704.81
NCJ54,OUT049,2414.79
FDX59,OUT017,443.423
FDI07,OUT013,3817.23
DRF51,OUT010,102.045
FDM14,OUT017,1398.91
FDP21,OUT045,3043.9
FDE40,OUT035,1267.42
FDE05,OUT035,2326.77
FDM13,OUT027,3724.42
FDC34,OUT027,3207.09
NCI55,OUT018,2142.08
NCE43,OUT018,2263.59
FDW58,OUT018,1167.28
FDG60,OUT045,4671.99
FDV31,OUT017,1789.6
FDR47,OUT013,3812.5
FDM60,OUT019,76.1753
NCF06,OUT018,3785.67
NCN26,OUT027,3169.74
FDQ59,OUT049,1234.79
FDF09,OUT046,480.574
NCS06,OUT017,4200.6
FDT44,OUT046,1155.16
FDI19,OUT017,3956.32
FDT22,OUT017,818.535
NCF54,OUT027,4058.32
DRG25,OUT045,2986.25
FDB59,OUT017,2661.34
FDQ37,OUT017,3361.89
FDP56,OUT035,729.783
FDW44,OUT035,2543.49
FDJ26,OUT010,578.514
FDU43,OUT018,3622.15
FDW33,OUT045,1651.25
NCX53,OUT027,3073.33
FDN56,OUT010,459.058
DRF15,OUT049,2369.45
FDO33,OUT017,1701.65
FDZ39,OUT010,207.663
NCJ19,OUT017,1159.49
FDU01,OUT035,3448.91
FDT12,OUT035,4201.6
NCM18,OUT018,1279.53
FDP19,OUT017,2551.41
NCR42,OUT049,313.192
FDN10,OUT046,1634.14
FDG44,OUT017,718.731
FDQ10,OUT046,3736.27
DRH13,OUT049,1234.39
FDT52,OUT013,4359.26
FDM56,OUT045,1243.51
NCO43,OUT010,255.467
NCV29,OUT035,3071.8
NCF06,OUT013,4143.81
FDO50,OUT035,1468.89
FDT59,OUT013,4832.51
FDX40,OUT027,893.038
FDE50,OUT017,4058.72
FDX51,OUT017,3022.93
NCD30,OUT018,1032.46
FDK15,OUT013,1637.8
FDL12,OUT045,1731.08
FDK46,OUT017,5298.37
DRH49,OUT010,149.339
FDQ57,OUT046,2313.79
FDY59,OUT017,1169.54
FDO09,OUT018,3716.9
NCG30,OUT035,1705.38
FDM09,OUT017,2584.5
NCN17,OUT027,2261.06
NCS42,OUT013,902.026
FDD02,OUT019,256.133
FDE34,OUT013,2929.45
FDU38,OUT045,2940.44
FDB33,OUT046,2716.6
NCJ29,OUT017,1161.95
FDZ27,OUT035,549.818
FDI40,OUT013,1199.71
FDG22,OUT013,552.947
FDT51,OUT017,1925.96
FDF20,OUT018,2707.88
FDV50,OUT035,1882.42
FDT02,OUT049,513.132
DRC49,OUT017,2877.39
FDF26,OUT049,2432.37
FDV52,OUT035,2651.75
FDX59,OUT049,500.881
FDV25,OUT035,4719.99
FDW23,OUT027,851.492
FDE53,OUT018,1250.91
FDA19,OUT017,2200.07
FDH22,OUT046,2171.91
NCO41,OUT013,1487.73
FDX12,OUT017,4239.08
FDF17,OUT013,2553.21
FDS11,OUT045,3347.38
FDR51,OUT035,2978.52
FDT49,OUT010,261.393
FDC56,OUT013,2397.01
FDR13,OUT027,2514.59
FDQ60,OUT035,2122.77
FDN38,OUT049,4730.51
NCL29,OUT013,2709.27
FDO13,OUT027,4448.48
FDE26,OUT018,2087.88
FDA31,OUT010,424.914
FDX14,OUT035,1610.84
FDA34,OUT045,3712.5
FDF26,OUT013,2725.79
FDE38,OUT045,2284.96
DRI11,OUT046,2151.33
FDQ60,OUT027,3188.52
FDL21,OUT027,1055.16
DRC12,OUT027,5424.67
FDC47,OUT046,2855.68
FDE57,OUT045,2464.46
FDT14,OUT045,2628.31
NCZ53,OUT046,3779.41
FDE28,OUT018,4202.13
FDR19,OUT035,2884.45
NCF54,OUT019,346.738
FDZ08,OUT046,1316.15
NCJ05,OUT018,2584.57
FDF59,OUT046,1975.63
NCO05,OUT035,2194.34
FDW24,OUT018,573.387
NCX42,OUT018,2939.77
NCA53,OUT035,607.01
FDI45,OUT019,297.302
FDG46,OUT046,2437.89
FDM20,OUT010,682.578
FDW11,OUT010,154.266
FDX08,OUT035,3318.48
NCK17,OUT035,501.214
FDK32,OUT018,2143.88
NCA42,OUT035,3377.07
DRI01,OUT035,3299.11
NCL55,OUT049,4836.37
DRE25,OUT018,1438.53
FDD14,OUT017,2522.12
FDB10,OUT046,3363.56
DRN11,OUT035,2920.93
FDP38,OUT018,425.513
NCA30,OUT017,3366.22
FDT15,OUT017,3673.75
NCP55,OUT018,603.814
FDF12,OUT035,3227.4
FDM21,OUT018,4669.39
FDX56,OUT035,4191.01
FDF10,OUT017,2038.48
FDT32,OUT045,2449.15
FDM51,OUT018,1135.19
NCR50,OUT018,2621.85
FDI19,OUT049,3856.05
FDX21,OUT017,1803.85
FDR31,OUT035,2341.49
FDY02,OUT013,3065.61
NCA29,OUT045,3986.81
NCX17,OUT046,2421.18
FDM12,OUT045,2867.2
FDI53,OUT027,3069.2
NCU30,OUT049,3536.46
FDC56,OUT027,3020.47
FDK27,OUT018,1468.95
NCK18,OUT017,2663.6
FDB52,OUT019,461.932
DRG25,OUT027,5014.07
FDZ13,OUT049,862.943
FDB57,OUT019,609.473
FDR40,OUT046,1449.58
NCO14,OUT019,137.754
NCN19,OUT045,2402.87
FDQ28,OUT019,358.533
FDO13,OUT018,2193.28
FDK48,OUT013,1394.25
FDU07,OUT018,1707.84
FDW20,OUT046,2243.01
FDV12,OUT010,276.557
FDH24,OUT013,2498.15
FDV59,OUT049,3201.43
FDK57,OUT045,2094.61
FDL16,OUT027,1093.44
NCQ17,OUT046,2341.62
FDJ15,OUT018,2584.77
FDX24,OUT049,1381.27
FDT47,OUT046,1765.83
FDT10,OUT049,782.914
FDZ37,OUT018,1075.53
FDW43,OUT027,6966.66
DRN36,OUT017,1853.92
FDJ14,OUT045,1108.36
FDA32,OUT013,2823.26
FDJ38,OUT019,614.667
FDQ57,OUT017,2024.96
NCQ41,OUT019,541.562
FDG56,OUT049,1105.56
DRC13,OUT027,3631.94
FDV55,OUT035,2796.89
FDQ49,OUT045,3079.32
FDE29,OUT010,204.334
FDR03,OUT013,4280.43
FDD45,OUT049,1615.96
FDN38,OUT010,536.857
FDT56,OUT046,753.22
FDT48,OUT045,3714.56
FDU03,OUT049,4172.57
FDC56,OUT010,211.044
NCO43,OUT027,2299.41
FDQ27,OUT017,2110.19
FDR03,OUT046,3669.02
DRH23,OUT010,162.722
FDG22,OUT045,628.049
NCJ42,OUT013,1485.8
FDR24,OUT046,1360.5
FDW60,OUT035,2816.8
FDJ08,OUT013,3324.67
DRL59,OUT018,964.678
FDG60,OUT010,675.854
FDW27,OUT017,1986.88
FDX14,OUT018,1332.8
FDC20,OUT013,544.957
NCS29,OUT018,3874.42
FDJ56,OUT046,2011.32
FDB20,OUT019,165.984
FDL28,OUT027,7038.97
FDW01,OUT018,2421.45
FDL03,OUT046,2604.88
FDX22,OUT049,4240.21
FDJ21,OUT035,2435.3
FDR31,OUT045,1448.25
FDG21,OUT035,3163.02
FDS22,OUT027,1196.44
FDK08,OUT035,1178.8
FDE17,OUT018,2531.04
NCN30,OUT017,1365.29
FDT50,OUT046,1473.68
NCX42,OUT049,3309.69
FDJ12,OUT035,4133.49
NCA18,OUT027,2892.83
FDP23,OUT019,459.602
FDX12,OUT013,3837.34
FDN40,OUT018,1967.97
FDV48,OUT035,1473.02
NCY54,OUT013,2860.88
FDL16,OUT010,120.976
FDR45,OUT018,3093.24
FDJ52,OUT046,2782.31
DRG01,OUT017,1433
FDP52,OUT013,5007.61
FDU58,OUT017,3735.6
FDL02,OUT045,1733.08
FDG28,OUT013,4254.26
FDA19,OUT035,2887.24
FDW46,OUT027,2096.14
NCD43,OUT049,1502.91
DRG39,OUT013,1064.35
NCF55,OUT049,555.277
FDJ07,OUT046,2000.4
FDE08,OUT046,2091.08
FDP56,OUT019,99.182
FDT45,OUT045,853.556
FDF17,OUT018,2329.63
FDX44,OUT046,1348.91
